ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
831,Tamil Nadu,Chennai,Adyar,Apartment,2,638,39.28,6156.37,2005,Unfurnished,29,48,19,3,1,5,2,CCTV,"Clubhouse, Library",North-West,Individual,Available
832,Maharashtra,Mumbai,Dadar,Villa,3,1156,257.49,22274.36,1999,Fully Furnished,10,19,25,0,7,2,0,Security Guard,"Library, Garden, Gym, Playground, Clubhouse, Swimming Pool",South-East,Individual,Available
833,Delhi,Delhi,Dwarka,Apartment,5,2061,211.73,10273.28,2010,Semi Furnished,1,2,14,1,1,5,1,Security Guard,Playground,North-West,Individual,Available
834,Rajasthan,Jaipur,Vaishali Nagar,Apartment,3,1129,42.88,3797.86,2010,Unfurnished,1,14,14,0,2,8,1,Gated Community,"Playground, Garden",North,Agent,Under Construction
835,Punjab,Chandigarh,Mohali,Apartment,2,834,42.06,5043.47,2004,Fully Furnished,19,28,20,2,0,7,1,Gated Community,"Library, Swimming Pool, Clubhouse",West,Builder,Available
836,Karnataka,Bangalore,HSR Layout,Villa,3,1387,145.37,10480.68,2002,Unfurnished,26,32,22,8,0,3,0,Gated Community,"Garden, Clubhouse, Gym, Playground, Swimming Pool, Library",South-East,Individual,Available
837,Rajasthan,Jaipur,C-Scheme,Studio,3,1256,61.04,4859.5,1996,Semi Furnished,12,26,28,5,1,7,3,Security Guard,Swimming Pool,North,Builder,Under Construction
838,Punjab,Chandigarh,Sector 17,Apartment,4,1573,96.04,6105.22,1997,Fully Furnished,19,23,27,4,1,2,2,Security Guard,"Clubhouse, Gym, Library",South-East,Builder,Available
839,Uttar Pradesh,Noida,Sector 62,Apartment,3,1383,58.4,4222.85,1991,,24,30,33,7,5,4,1,Security Guard,"Swimming Pool, Garden, Library, Playground, Clubhouse",North-West,Builder,Available
840,Karnataka,Mysore,Kuvempunagar,Apartment,3,1276,59.79,4686.0,2011,Semi Furnished,24,37,13,9,4,2,0,Security Guard,"Library, Playground",North,Individual,Available
841,Punjab,Chandigarh,Panchkula,House,3,1198,57.92,4834.59,1993,Fully Furnished,12,16,31,2,4,7,0,Gated Community,"Gym, Library, Garden, Swimming Pool, Playground",South-West,Builder,Available
842,Karnataka,Bangalore,Indiranagar,Apartment,3,1188,119.28,10040.27,1996,Semi Furnished,20,32,28,9,6,5,0,CCTV,"Swimming Pool, Library, Playground",South-East,Builder,Available
843,Gujarat,Ahmedabad,Thaltej,Studio,2,744,27.59,3708.46,1990,Semi Furnished,16,17,34,2,1,9,3,None,"Gym, Swimming Pool, Library, Playground",North-East,Agent,Under Construction
844,Rajasthan,Jaipur,Malviya Nagar,Apartment,2,926,31.48,3399.07,2008,Fully Furnished,23,25,16,4,6,7,3,Gated Community,None,South-East,Agent,Available
845,Maharashtra,Pune,Baner,Studio,3,1332,102.24,7675.84,2019,Semi Furnished,14,29,5,0,2,2,0,None,"Garden, Playground, Swimming Pool, Gym, Clubhouse",West,Individual,Available
846,Karnataka,Bangalore,Electronic City,Villa,4,1789,155.17,8673.37,1991,Semi Furnished,21,40,33,6,5,4,0,None,"Gym, Clubhouse, Playground, Library",West,Builder,Available
847,Karnataka,Bangalore,HSR Layout,Villa,2,864,55.38,6409.79,2002,Semi Furnished,13,22,22,2,3,3,3,CCTV,"Library, Swimming Pool, Clubhouse",South-West,Builder,Available
848,West Bengal,Kolkata,Rajarhat,Apartment,5,1918,92.95,4846.31,2017,Unfurnished,26,33,7,1,0,2,3,Gated Community,"Swimming Pool, Gym, Garden",East,Individual,Available
849,Karnataka,Mysore,Nazarbad,House,2,849,47.39,5582.28,2003,Fully Furnished,20,25,21,6,7,2,2,None,"Swimming Pool, Playground, Garden, Clubhouse",South,Agent,Available
850,West Bengal,Kolkata,Rajarhat,Apartment,2,715,35.2,4922.5,1992,Semi Furnished,0,9,32,0,0,8,2,Gated Community,"Playground, Clubhouse",South-East,Individual,Available
851,Tamil Nadu,Chennai,Porur,Apartment,2,824,48.7,5909.85,2005,Unfurnished,26,26,19,0,0,6,0,Security Guard,Playground,North-West,Individual,Under Construction
852,Uttar Pradesh,Noida,Greater Noida West,Apartment,4,1811,115.81,6394.62,2014,Unfurnished,15,28,10,8,4,3,3,CCTV,"Library, Garden, Gym, Playground, Clubhouse",North-East,Individual,Under Construction
853,Delhi,Delhi,Rohini,House,2,977,55.49,5679.47,1992,Semi Furnished,15,33,32,6,1,8,2,Security Guard,"Library, Gym, Playground, Swimming Pool",West,Agent,Available
854,Delhi,Delhi,Pitampura,House,3,1335,140.03,10489.49,2023,Unfurnished,21,37,1,2,5,3,0,CCTV,Gym,East,Builder,Under Construction
855,Uttar Pradesh,Noida,Sector 18,Apartment,2,796,38.83,4878.06,1992,Semi Furnished,10,23,32,4,5,5,3,CCTV,"Garden, Playground, Clubhouse, Library, Swimming Pool",South-West,Individual,Available
856,Punjab,Chandigarh,Sector 22,Villa,3,1334,65.72,4926.42,2018,Unfurnished,28,31,6,1,4,1,1,Gated Community,"Playground, Gym, Clubhouse",South-West,Builder,Available
857,Uttar Pradesh,Lucknow,Indiranagar,Apartment,4,1503,60.53,4027.07,2008,Fully Furnished,25,36,16,4,1,1,3,Gated Community,"Playground, Swimming Pool",South-West,Agent,Sold
858,West Bengal,Kolkata,Rajarhat,House,2,580,17.93,3090.83,2009,Fully Furnished,26,43,15,8,6,2,2,CCTV,None,South-East,Individual,Under Construction
859,Gujarat,Ahmedabad,Motera,House,3,1240,40.84,3293.94,2010,,20,35,14,9,7,7,3,None,None,North-East,Builder,Available
860,Rajasthan,Jaipur,Vaishali Nagar,Villa,4,1543,81.01,5250.12,2009,Semi Furnished,18,28,15,4,2,1,2,Gated Community,"Gym, Garden",North-East,Builder,Available
861,Uttar Pradesh,Noida,Sector 78,Apartment,1,667,38.18,5723.92,2017,,15,33,7,0,4,7,0,Gated Community,"Swimming Pool, Clubhouse, Garden, Gym",North-West,Individual,Sold
862,Madhya Pradesh,Indore,Vijay Nagar,Penthouse,3,1444,47.61,3297.41,2016,Unfurnished,,15,8,7,1,9,3,Gated Community,"Garden, Clubhouse",North-East,Builder,Available
863,Maharashtra,Mumbai,Juhu,House,2,696,125.34,18008.8,2014,Fully Furnished,14,24,10,5,2,5,0,Security Guard,"Swimming Pool, Library, Garden",South,Individual,Sold
864,Punjab,Chandigarh,Sector 17,Villa,2,904,58.47,6468.02,1991,Fully Furnished,19,35,33,1,7,6,2,None,"Gym, Library",North,Builder,Under Construction
865,Uttar Pradesh,Noida,Sector 18,Apartment,3,903,40.21,4452.73,2013,Fully Furnished,26,31,11,5,4,7,1,Security Guard,"Gym, Clubhouse, Library",North-West,Agent,Available
866,West Bengal,Kolkata,Behala,Villa,3,1250,70.96,5677.17,2022,,9,19,2,8,0,8,3,Gated Community,"Gym, Swimming Pool, Garden, Clubhouse",South-East,Builder,Available
867,Gujarat,Ahmedabad,Satellite,Villa,2,847,34.51,4074.63,2008,Unfurnished,29,29,16,2,2,2,2,Gated Community,None,North-East,Agent,Available
868,Gujarat,Ahmedabad,Thaltej,Apartment,1,300,10.0,2341.32,2015,Unfurnished,26,38,9,4,4,2,2,CCTV,"Swimming Pool, Clubhouse, Garden, Playground, Library, Gym",South-East,Builder,Available
869,Karnataka,Bangalore,Whitefield,Apartment,4,1624,105.81,6515.46,1992,Semi Furnished,17,32,32,6,6,9,2,Security Guard,"Library, Swimming Pool, Gym",West,Individual,Sold
870,Kerala,Kochi,Edapally,Apartment,3,1060,66.44,6267.83,2016,Unfurnished,16,26,8,9,1,6,1,CCTV,"Playground, Clubhouse, Swimming Pool, Library, Gym, Garden",South,Individual,Sold
871,Karnataka,Bangalore,Whitefield,Villa,2,927,58.0,6256.81,2003,Unfurnished,17,20,21,1,0,7,1,CCTV,"Gym, Swimming Pool, Playground, Garden",South,Individual,Sold
872,Karnataka,Mysore,Saraswathipuram,Apartment,3,1227,66.1,5386.86,2009,Unfurnished,26,28,15,0,6,5,3,Gated Community,"Garden, Clubhouse, Swimming Pool, Gym, Library",North-West,Builder,Available
873,Karnataka,Mysore,Vijayanagar,Apartment,1,623,25.15,4036.2,2012,Semi Furnished,6,21,12,4,1,1,0,Gated Community,"Swimming Pool, Gym, Library, Clubhouse, Playground, Garden",East,Builder,Available
874,Uttar Pradesh,Noida,Sector 137,House,2,570,43.32,7600.73,2014,Semi Furnished,8,12,10,3,7,8,2,Security Guard,"Clubhouse, Swimming Pool, Gym, Library",South-West,Builder,Available
875,Tamil Nadu,Chennai,Anna Nagar,Apartment,3,1069,47.16,4411.14,1993,Fully Furnished,13,15,31,8,6,1,0,Gated Community,"Garden, Library, Swimming Pool, Gym, Clubhouse",South-West,Agent,Available
876,Madhya Pradesh,Bhopal,Misrod,Apartment,3,1127,50.44,4475.42,1991,Unfurnished,29,30,33,9,3,1,3,Gated Community,"Garden, Library, Gym, Swimming Pool",South-West,Agent,Available
877,Telangana,Hyderabad,Jubilee Hills,Apartment,2,873,62.51,7160.35,1991,Fully Furnished,0,17,33,3,3,2,3,Gated Community,"Garden, Swimming Pool, Library, Playground",North,Individual,Sold
878,Uttar Pradesh,Lucknow,Mahanagar,Studio,3,1240,45.1,3636.95,2014,Fully Furnished,16,31,10,6,4,5,1,CCTV,"Swimming Pool, Clubhouse",West,Agent,Sold
879,Uttar Pradesh,Noida,Sector 137,House,2,863,59.84,6933.98,2012,Semi Furnished,0,3,12,4,2,4,2,CCTV,"Gym, Swimming Pool",West,Agent,Available
880,Telangana,Hyderabad,Kukatpally,Apartment,3,1102,69.23,6282.6,2010,Unfurnished,10,28,14,4,5,4,2,CCTV,None,South-West,Builder,Available
881,West Bengal,Kolkata,Alipore,Studio,2,514,33.0,6419.68,2014,Semi Furnished,28,37,10,5,6,1,2,Security Guard,"Swimming Pool, Clubhouse, Library, Garden, Gym, Playground",South-East,Builder,Available
882,Maharashtra,Mumbai,Powai,Apartment,2,686,87.61,12770.45,2016,Semi Furnished,17,23,8,7,2,1,3,CCTV,Swimming Pool,South,Agent,Sold
883,Uttar Pradesh,Lucknow,Aliganj,Penthouse,2,1011,36.44,3603.91,2000,Unfurnished,12,17,24,3,4,2,2,Gated Community,"Playground, Library, Gym",South,Builder,Under Construction
884,Karnataka,Mysore,Hebbal,Apartment,3,1106,48.76,4408.54,2003,Fully Furnished,23,30,21,8,4,2,0,CCTV,"Playground, Library, Swimming Pool, Garden",South-West,Individual,Under Construction
885,Uttar Pradesh,Lucknow,Indiranagar,Apartment,2,826,22.2,2687.74,2006,Fully Furnished,12,23,18,5,5,1,2,Security Guard,"Gym, Garden, Playground, Library, Clubhouse, Swimming Pool",North-East,Builder,Under Construction
886,Karnataka,Bangalore,HSR Layout,Apartment,1,409,23.98,5862.72,2004,Semi Furnished,17,23,20,7,0,8,1,None,Swimming Pool,West,Agent,Under Construction
887,Maharashtra,Mumbai,Powai,Apartment,1,427,61.9,14497.16,2020,Unfurnished,19,29,4,3,1,3,3,Security Guard,"Library, Gym, Garden, Clubhouse",North,Builder,Available
888,Uttar Pradesh,Noida,Sector 62,Apartment,3,999,56.83,5688.48,2023,Fully Furnished,25,29,1,8,5,8,0,None,"Library, Swimming Pool, Clubhouse, Gym, Garden",South-West,Agent,Under Construction
889,Punjab,Chandigarh,Sector 17,House,2,922,50.68,5496.79,2002,Semi Furnished,27,41,22,8,1,5,2,Security Guard,"Playground, Library",South,Agent,Available
890,Punjab,Chandigarh,Panchkula,House,3,1185,55.85,4713.07,2007,Fully Furnished,17,31,17,0,6,3,0,None,None,East,Agent,Available
891,Telangana,Hyderabad,Banjara Hills,Apartment,2,1146,56.0,4886.29,2006,Fully Furnished,5,6,18,0,3,6,0,Gated Community,"Clubhouse, Playground, Library",North-West,Agent,Under Construction
892,Telangana,Hyderabad,Banjara Hills,Apartment,3,1144,66.08,5776.45,2017,,12,15,7,6,3,2,2,Gated Community,"Garden, Gym, Playground, Clubhouse, Library, Swimming Pool",West,Builder,Under Construction
893,Tamil Nadu,Chennai,OMR,Apartment,5,2146,157.31,7330.38,2015,Fully Furnished,28,29,9,2,4,1,3,Security Guard,"Garden, Swimming Pool, Library",North,Individual,Available
894,Telangana,Hyderabad,Jubilee Hills,Apartment,3,1141,70.48,6176.96,2003,Fully Furnished,5,7,21,,6,9,1,CCTV,Library,North,Builder,Available
895,Maharashtra,Nagpur,Hingna,Villa,3,1487,55.8,3752.38,2000,Fully Furnished,7,16,24,0,6,3,2,CCTV,None,South-East,Individual,Available
896,West Bengal,Kolkata,Behala,Apartment,3,1309,78.56,6001.31,2021,Semi Furnished,17,18,3,0,7,7,2,CCTV,"Playground, Garden, Swimming Pool, Library",North-East,Agent,Under Construction
897,Delhi,Delhi,Dwarka,House,4,1407,147.29,10468.25,2013,Semi Furnished,0,15,11,6,7,9,1,CCTV,"Gym, Library, Playground, Garden, Clubhouse, Swimming Pool",West,Agent,Under Construction
898,Maharashtra,Pune,Hinjewadi,Apartment,2,1011,71.07,7029.78,2020,Fully Furnished,11,18,4,3,2,4,2,Security Guard,"Playground, Library",South,Individual,Under Construction
899,Haryana,Gurgaon,Sector 49,Apartment,4,1716,173.65,10119.32,1997,Unfurnished,0,4,27,1,6,9,1,CCTV,"Swimming Pool, Clubhouse, Gym",North,Builder,Available
900,Madhya Pradesh,Indore,Scheme 54,Apartment,4,1529,54.68,3576.39,1997,Unfurnished,11,15,27,4,2,4,0,Gated Community,None,North,Agent,Under Construction
901,Maharashtra,Pune,Kothrud,Apartment,2,558,28.06,5028.92,2020,Semi Furnished,13,32,4,4,0,2,1,Gated Community,Playground,North,Individual,Available
902,Madhya Pradesh,Bhopal,Kolar Road,Apartment,2,979,29.5,3013.62,2008,Fully Furnished,4,13,16,3,3,6,0,CCTV,"Playground, Swimming Pool, Gym, Clubhouse, Garden",North-West,Agent,Available
903,West Bengal,Kolkata,Alipore,House,5,2259,139.41,6171.49,2021,Fully Furnished,11,13,3,8,0,9,1,Gated Community,"Swimming Pool, Playground, Clubhouse, Garden, Gym",West,Builder,Sold
904,Gujarat,Ahmedabad,Satellite,Apartment,3,1367,76.14,5569.66,2010,Semi Furnished,20,35,14,1,1,3,0,Security Guard,"Playground, Clubhouse, Garden, Library, Swimming Pool, Gym",North,Builder,Under Construction
905,Haryana,Gurgaon,Sohna Road,Apartment,2,930,79.37,8534.58,2012,Unfurnished,1,11,12,3,7,2,1,None,"Library, Playground, Gym, Swimming Pool",West,Builder,Available
906,Delhi,Delhi,Pitampura,House,3,1283,91.85,7158.75,2004,Semi Furnished,5,21,20,1,4,5,0,Gated Community,"Garden, Playground, Swimming Pool, Library",East,Builder,Under Construction
907,Maharashtra,Mumbai,Dadar,Apartment,2,958,108.64,11340.45,1991,Semi Furnished,15,27,33,9,2,7,2,None,"Swimming Pool, Library",West,Individual,Under Construction
908,Madhya Pradesh,Bhopal,Misrod,House,2,760,25.22,3318.4,2001,Unfurnished,1,1,23,3,3,6,1,Security Guard,"Clubhouse, Playground, Gym, Library",South-East,Builder,Sold
909,West Bengal,Kolkata,Behala,Apartment,3,927,56.73,6119.31,1995,Unfurnished,26,29,29,5,6,4,1,CCTV,None,South,Builder,Available
910,Madhya Pradesh,Indore,Rau,Apartment,3,1313,38.53,2934.4,1990,Semi Furnished,22,27,34,4,3,9,0,Gated Community,None,South-West,Individual,Available
911,Madhya Pradesh,Bhopal,Kolar Road,House,4,1658,73.07,4407.01,2015,Unfurnished,,21,9,9,5,1,1,CCTV,Gym,North,Individual,Available
912,Haryana,Gurgaon,Golf Course Road,House,2,589,42.03,7135.07,2012,Fully Furnished,14,16,12,9,4,1,1,CCTV,Clubhouse,South,Builder,Available
913,Madhya Pradesh,Bhopal,Hoshangabad Road,Apartment,3,871,26.0,2985.17,1990,Fully Furnished,17,29,34,5,4,7,1,Gated Community,"Garden, Swimming Pool, Library, Clubhouse, Gym, Playground",South,Individual,Under Construction
914,Telangana,Hyderabad,Kukatpally,Apartment,2,812,57.7,7106.4,2010,Semi Furnished,10,28,14,1,5,5,1,None,"Clubhouse, Library, Garden, Swimming Pool, Gym, Playground",North,Individual,Available
915,Madhya Pradesh,Bhopal,MP Nagar,House,3,1176,36.77,3126.58,2008,Semi Furnished,5,5,16,0,6,4,3,Gated Community,None,South-East,Builder,Available
916,Uttar Pradesh,Noida,Sector 137,Apartment,2,763,40.88,5358.26,2018,Fully Furnished,25,37,6,4,6,5,1,Gated Community,"Playground, Gym, Garden, Swimming Pool",North,Individual,Available
917,Madhya Pradesh,Bhopal,Arera Colony,Apartment,2,886,30.37,3427.85,2015,Semi Furnished,16,17,9,2,7,3,0,CCTV,"Clubhouse, Garden",North-West,Agent,Sold
918,Haryana,Gurgaon,Sector 49,House,4,1488,185.44,12462.61,2023,Unfurnished,4,14,1,2,3,1,1,CCTV,Playground,South-East,Builder,Available
919,Maharashtra,Mumbai,Dadar,Villa,2,903,133.3,14761.78,2006,Fully Furnished,9,24,18,9,7,9,3,CCTV,"Garden, Swimming Pool",West,Builder,Available
920,Rajasthan,Jaipur,Vaishali Nagar,House,3,1304,56.92,4364.84,2007,Semi Furnished,10,20,17,4,3,5,2,CCTV,None,East,Builder,Available
921,Madhya Pradesh,Bhopal,Hoshangabad Road,House,2,400,12.41,3102.09,2021,Fully Furnished,21,21,3,2,6,6,2,CCTV,"Swimming Pool, Library, Gym, Garden",South-West,Builder,Available
922,Rajasthan,Jaipur,Malviya Nagar,Villa,1,389,10.84,2787.38,1993,Unfurnished,7,15,31,5,2,8,2,Gated Community,"Playground, Garden, Swimming Pool, Clubhouse, Library",South-East,Individual,Available
923,Kerala,Kochi,Edapally,House,1,430,27.08,6297.6,2019,Unfurnished,2,8,5,6,2,6,3,Security Guard,"Gym, Library, Garden, Swimming Pool, Clubhouse",North,Individual,Under Construction
924,Uttar Pradesh,Noida,Sector 18,Villa,3,1312,36.52,2783.56,2020,Semi Furnished,22,39,4,5,4,3,0,CCTV,"Playground, Gym",North,Individual,Available
925,Madhya Pradesh,Indore,Rau,Apartment,2,882,33.48,3795.93,2007,Fully Furnished,26,26,17,9,1,8,1,CCTV,"Swimming Pool, Library, Playground, Clubhouse, Garden, Gym",South-West,Builder,Under Construction
926,Maharashtra,Mumbai,Juhu,Apartment,3,937,181.44,19363.65,1994,Semi Furnished,16,34,30,7,1,2,1,CCTV,"Playground, Library, Clubhouse, Swimming Pool, Gym",South,Builder,Available
927,Uttar Pradesh,Lucknow,Aliganj,House,3,1214,56.1,4620.84,2021,Fully Furnished,5,14,3,,4,7,1,Security Guard,None,East,Builder,Available
928,Punjab,Chandigarh,Sector 34,House,2,761,33.66,4423.17,2018,Semi Furnished,0,12,6,5,4,6,3,Gated Community,None,North,Builder,Available
929,Madhya Pradesh,Indore,Rau,Apartment,3,1361,56.19,4128.58,2001,Semi Furnished,22,39,23,2,0,2,1,Security Guard,"Playground, Gym",West,Individual,Under Construction
930,Maharashtra,Pune,Viman Nagar,Apartment,2,620,34.01,5484.82,2004,Semi Furnished,14,24,20,9,6,4,0,Gated Community,Swimming Pool,South-East,Individual,Available
931,Madhya Pradesh,Bhopal,Misrod,Studio,4,1599,51.11,3196.49,2004,Semi Furnished,23,31,20,6,7,3,2,Gated Community,Clubhouse,South,Individual,Available
932,Madhya Pradesh,Indore,Scheme 54,Villa,2,930,40.37,4340.57,2003,Fully Furnished,21,39,21,5,7,1,0,Gated Community,"Playground, Clubhouse, Library",North-East,Agent,Available
933,Delhi,Delhi,Saket,Apartment,2,914,78.78,8619.44,2007,Unfurnished,16,29,17,5,7,3,1,Security Guard,Clubhouse,South-West,Agent,Under Construction
934,Karnataka,Bangalore,Electronic City,Villa,2,776,60.94,7852.47,2011,Semi Furnished,7,14,13,2,1,7,1,Security Guard,"Swimming Pool, Playground",West,Builder,Available
935,Maharashtra,Mumbai,Bandra,Penthouse,3,1376,254.92,18525.96,2000,Semi Furnished,1,17,24,0,3,6,1,Gated Community,"Library, Clubhouse",South,Agent,Available
936,Uttar Pradesh,Noida,Greater Noida West,House,3,1090,76.49,7017.2,1992,Fully Furnished,28,31,32,1,0,3,2,Security Guard,"Gym, Swimming Pool",West,Individual,Available
937,Haryana,Gurgaon,Sector 56,House,4,1709,169.63,9925.58,2003,,24,43,21,9,0,2,1,None,"Garden, Clubhouse",North,Builder,Available
938,Maharashtra,Nagpur,Manish Nagar,Apartment,4,1734,52.62,3034.55,2014,Semi Furnished,14,22,10,9,5,6,1,Gated Community,"Clubhouse, Swimming Pool",South,Agent,Available
939,Tamil Nadu,Chennai,Velachery,House,2,594,32.62,5491.16,2003,Fully Furnished,15,27,21,2,4,7,0,CCTV,"Garden, Clubhouse, Library, Swimming Pool, Gym, Playground",South-West,Builder,Under Construction
940,Tamil Nadu,Chennai,Anna Nagar,Apartment,2,995,64.13,6445.63,2020,Fully Furnished,26,30,4,0,2,2,3,CCTV,"Gym, Clubhouse, Playground, Library, Swimming Pool, Garden",South,Builder,Available
941,Uttar Pradesh,Lucknow,Mahanagar,Studio,3,952,25.61,2690.0,2014,Semi Furnished,26,44,10,7,0,7,1,CCTV,"Library, Gym, Playground, Clubhouse",North,Builder,Available
942,Maharashtra,Pune,Hinjewadi,Apartment,4,1656,111.81,6752.07,2008,Unfurnished,16,29,16,8,4,3,2,Security Guard,Garden,North,Builder,Sold
943,Maharashtra,Mumbai,Dadar,Apartment,2,729,101.3,13896.02,2001,Fully Furnished,21,33,23,6,0,6,0,Security Guard,None,South-West,Builder,Available
944,Madhya Pradesh,Indore,Vijay Nagar,Apartment,2,951,35.69,3753.38,1996,Semi Furnished,20,30,28,6,5,5,3,Security Guard,"Library, Gym, Playground",East,Agent,Sold
945,Haryana,Gurgaon,Sector 56,Apartment,4,1649,149.74,9080.37,2003,Fully Furnished,4,22,21,2,2,1,3,None,"Clubhouse, Garden, Swimming Pool, Gym, Playground, Library",South-West,Agent,Available
946,Uttar Pradesh,Noida,Sector 78,House,2,1068,59.21,5544.0,2018,Semi Furnished,5,11,6,8,4,9,1,CCTV,"Library, Clubhouse, Garden",South,Builder,Available
947,Maharashtra,Mumbai,Andheri,Studio,3,1370,174.43,12732.05,2003,Fully Furnished,28,34,21,8,,4,3,Gated Community,"Playground, Library",North-East,Agent,Under Construction
948,Maharashtra,Nagpur,Manish Nagar,Villa,4,1619,76.16,4704.33,2012,Unfurnished,5,15,12,4,2,5,2,None,"Garden, Gym, Playground, Clubhouse, Swimming Pool, Library",,Agent,Available
949,Uttar Pradesh,Noida,Sector 137,Studio,3,1380,87.45,6336.79,2003,Fully Furnished,10,21,21,6,3,3,0,None,None,East,Individual,Under Construction
950,Punjab,Chandigarh,Sector 34,Apartment,2,784,65.44,8347.53,2012,Semi Furnished,25,35,12,0,2,7,3,CCTV,"Library, Gym",South,Builder,Sold
951,Karnataka,Mysore,Kuvempunagar,House,2,636,21.87,3438.84,1997,Semi Furnished,7,12,27,5,,4,1,Gated Community,"Garden, Swimming Pool, Library, Playground, Clubhouse, Gym",North-East,Individual,Under Construction
952,Maharashtra,Nagpur,Manish Nagar,House,2,731,25.71,3516.93,2002,Semi Furnished,14,26,22,9,2,4,1,Gated Community,"Gym, Library, Garden, Swimming Pool",South-West,Agent,Sold
953,Maharashtra,Mumbai,Powai,House,4,1582,334.38,21136.44,1990,Semi Furnished,3,14,34,0,1,9,0,CCTV,"Library, Clubhouse",,Individual,Available
954,Punjab,Chandigarh,Mohali,Apartment,5,1533,68.73,4483.27,2015,Unfurnished,24,31,9,9,3,3,2,Gated Community,"Gym, Clubhouse, Garden, Library",North,Individual,Under Construction
