State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Infra_Score,Floor_Ratio,Amenity_Score,BHK_Category,Is_Ready,School_Density,Hospital_Density,Security_Score,Luxury_Score,Growth_Rate,Future_Price_5Y,ROI,Good_Investment
Uttar Pradesh,Lucknow,Mahanagar,Apartment,3,1237,25.83,2088.116410670978,1993,Semi Furnished,20.0,35,31,4.0,0.0,4,2,CCTV,"Swimming Pool, Gym, Clubhouse, Library, Garden, Playground",North-West,Builder,Available,8.0,0.5714285714285714,6,3BHK,1,0.44444439506173394,0.0,2,10,0.07,36.22791120398101,40.25517307000005,1
Uttar Pradesh,Noida,Sector 18,Apartment,2,918,60.76,6618.736383442266,2009,Semi Furnished,14.0,23,15,2.0,2.0,7,1,CCTV,"Garden, Library, Swimming Pool, Playground, Gym",North-East,Individual,Sold,11.0,0.6086956521739131,5,2BHK,0,0.22222219753086697,0.285714244897965,2,8,0.08,89.27637394636803,46.932807680000046,0
Madhya Pradesh,Indore,AB Road,Apartment,5,1879,69.92,3721.1282597126133,2010,Unfurnished,19.0,27,14,4.0,3.0,6,2,Gated Community,Clubhouse,North,Builder,Available,13.0,0.7037037037037037,1,4+BHK,1,0.44444439506173394,0.4285713673469475,3,6,0.07,98.06641701054403,40.25517307000004,1
Tamil Nadu,Chennai,Velachery,Apartment,2,523,30.2,5774.378585086042,2013,Unfurnished,3.0,19,11,8.0,2.0,6,1,CCTV,"Gym, Swimming Pool, Garden, Library, Playground, Clubhouse",South,Individual,Available,16.0,0.15789473684210525,6,2BHK,1,0.8888887901234679,0.285714244897965,2,9,0.08,44.373707919360015,46.93280768000005,1
Delhi,Delhi,Pitampura,Apartment,2,902,59.3,6574.279379157428,1996,Fully Furnished,23.0,24,28,2.0,0.0,2,1,CCTV,Clubhouse,West,Individual,Under Construction,4.0,0.9583333333333334,1,2BHK,0,0.22222219753086697,0.0,2,4,0.1,95.50324300000003,61.05100000000006,0
Gujarat,Ahmedabad,Thaltej,Villa,1,391,15.44,3948.849104859335,1997,Unfurnished,2.0,3,27,2.0,0.0,2,0,CCTV,"Library, Clubhouse, Swimming Pool",North-East,Builder,Sold,4.0,0.6666666666666666,3,Studio/1BHK,0,0.22222219753086697,0.0,2,5,0.08,22.68642550579201,46.93280768000006,0
Maharashtra,Pune,Hinjewadi,Apartment,2,924,68.76,7441.558441558443,2000,Semi Furnished,22.0,23,24,0.0,3.0,6,1,CCTV,Clubhouse,West,Agent,Under Construction,9.0,0.9565217391304348,1,2BHK,0,0.0,0.4285713673469475,2,4,0.08,101.03099856076804,46.932807680000046,0
Haryana,Gurgaon,Sector 49,Apartment,1,463,35.1,7580.993520518358,1998,Unfurnished,13.0,28,26,0.0,5.0,1,1,CCTV,Clubhouse,South-East,Builder,Under Construction,6.0,0.4642857142857143,1,Studio/1BHK,0,0.0,0.7142856122449125,2,4,0.1,56.52890100000002,61.051000000000045,0
Kerala,Kochi,Vyttila,Apartment,3,1188,86.02,7240.740740740741,1995,Semi Furnished,9.0,9,29,6.0,2.0,8,3,CCTV,"Clubhouse, Gym",East,Individual,Available,16.0,1.0,2,3BHK,1,0.6666665925926009,0.285714244897965,2,7,0.07,120.64749987481403,40.25517307000005,1
Maharashtra,Nagpur,Manish Nagar,Apartment,3,1230,51.25,4166.666666666667,2006,Fully Furnished,9.0,16,18,8.0,7.0,9,0,Gated Community,Clubhouse,South,Individual,Available,24.0,0.5625,1,3BHK,1,0.8888887901234679,0.9999998571428775,3,4,0.07,71.88077619837502,40.25517307000003,1
Rajasthan,Jaipur,Mansarovar,Apartment,3,1411,60.71,4302.622253720765,2002,Semi Furnished,4.0,10,22,1.0,0.0,8,3,CCTV,"Swimming Pool, Gym, Library",South-East,Builder,Under Construction,9.0,0.4,3,3BHK,0,0.11111109876543349,0.0,2,8,0.07,85.14891557079703,40.25517307000005,0
Maharashtra,Nagpur,Sadar,Apartment,2,756,30.35,4014.5502645502647,2006,Semi Furnished,10.0,19,18,1.0,4.0,6,1,Gated Community,"Clubhouse, Swimming Pool, Gym",South-East,Builder,Available,11.0,0.5263157894736842,3,2BHK,1,0.11111109876543349,0.57142848979593,3,7,0.07,42.56744502674501,40.25517307000003,0
Madhya Pradesh,Indore,Rau,Studio,3,1310,52.83,4032.8244274809163,1991,Semi Furnished,12.0,23,33,0.0,1.0,1,3,Security Guard,Clubhouse,North-East,Individual,Available,2.0,0.5217391304347826,1,3BHK,1,0.0,0.1428571224489825,1,5,0.07,74.09680793288102,40.25517307000005,1
West Bengal,Kolkata,Rajarhat,Apartment,1,446,22.92,5139.013452914798,2019,Fully Furnished,19.0,23,5,4.0,7.0,8,1,CCTV,"Clubhouse, Swimming Pool",North-West,Individual,Available,19.0,0.8260869565217391,2,Studio/1BHK,1,0.44444439506173394,0.9999998571428775,2,5,0.07,32.14648566764401,40.25517307000002,0
Uttar Pradesh,Noida,Greater Noida West,Villa,2,548,29.14,5317.518248175183,2021,Unfurnished,13.0,26,3,9.0,7.0,2,3,CCTV,Clubhouse,South,Builder,Available,18.0,0.5,1,2BHK,1,0.9999998888889013,0.9999998571428775,2,6,0.08,42.81622015795202,46.93280768000005,1
Delhi,Delhi,Vasant Kunj,Studio,3,1002,76.52,7636.726546906188,1996,Semi Furnished,26.0,42,28,6.0,0.0,4,2,CCTV,Clubhouse,North-West,Builder,Sold,10.0,0.6190476190476191,1,3BHK,0,0.6666665925926009,0.0,2,5,0.1,123.23622520000004,61.05100000000006,0
Uttar Pradesh,Noida,Sector 78,Apartment,3,1057,66.26,6268.68495742668,2004,Semi Furnished,25.0,40,20,0.0,0.0,5,0,Security Guard,"Playground, Clubhouse, Swimming Pool, Library, Gym",North,Individual,Available,5.0,0.625,5,3BHK,1,0.0,0.0,1,6,0.08,97.35767836876805,46.93280768000006,1
Karnataka,Mysore,Kuvempunagar,Apartment,3,1360,71.58,5263.235294117647,2003,Unfurnished,2.0,16,21,0.0,4.0,6,0,Gated Community,Gym,South,Builder,Under Construction,10.0,0.125,1,3BHK,0,0.0,0.57142848979593,3,4,0.07,100.39465288350603,40.25517307000004,0
Kerala,Kochi,Marine Drive,Apartment,4,1375,67.39,4901.090909090909,1996,Unfurnished,22.0,26,28,3.0,1.0,9,2,Gated Community,Clubhouse,North-West,Individual,Under Construction,13.0,0.8461538461538461,1,4+BHK,0,0.33333329629630043,0.1428571224489825,3,6,0.07,94.51796113187302,40.25517307000003,1
West Bengal,Kolkata,New Town,Apartment,1,370,14.07,3802.7027027027025,2022,Unfurnished,20.0,32,2,1.0,1.0,3,3,Security Guard,"Garden, Library",North,Builder,Under Construction,5.0,0.625,2,Studio/1BHK,0,0.11111109876543349,0.1428571224489825,1,6,0.07,19.733902850949004,40.255173070000026,0
Karnataka,Mysore,Kuvempunagar,Apartment,2,668,30.84,4616.766467065869,2023,Semi Furnished,12.0,20,1,8.0,7.0,2,1,Gated Community,"Gym, Swimming Pool",North-West,Builder,Available,17.0,0.6,2,2BHK,1,0.8888887901234679,0.9999998571428775,3,6,0.07,43.254695374788014,40.25517307000005,1
Karnataka,Bangalore,HSR Layout,Apartment,2,1022,58.6,5733.855185909981,2013,Fully Furnished,20.0,22,11,9.0,4.0,2,2,Gated Community,"Gym, Clubhouse, Playground",South-East,Builder,Under Construction,15.0,0.9090909090909091,3,2BHK,0,0.9999998888889013,0.57142848979593,3,8,0.1,94.37588600000004,61.05100000000006,0
Delhi,Delhi,Vasant Kunj,Villa,1,777,81.32,10465.894465894464,2010,Semi Furnished,27.0,31,14,1.0,2.0,8,3,Gated Community,"Library, Gym, Clubhouse, Garden",South-East,Agent,Under Construction,11.0,0.8709677419354839,4,Studio/1BHK,0,0.11111109876543349,0.285714244897965,3,10,0.1,130.96667320000003,61.05100000000006,0
Uttar Pradesh,Lucknow,Gomti Nagar,Studio,2,753,23.11,3069.057104913679,2013,Semi Furnished,11.0,12,11,6.0,4.0,9,0,Gated Community,"Playground, Clubhouse",East,Builder,Under Construction,19.0,0.9166666666666666,2,2BHK,0,0.6666665925926009,0.57142848979593,3,5,0.07,32.41297049647701,40.25517307000004,0
Telangana,Hyderabad,Gachibowli,Apartment,5,2127,113.34,5328.631875881523,2005,Fully Furnished,22.0,23,19,1.0,5.0,8,0,Security Guard,"Swimming Pool, Playground, Gym",South-East,Individual,Available,14.0,0.9565217391304348,3,4+BHK,1,0.11111109876543349,0.7142856122449125,1,4,0.08,166.53364422451207,46.93280768000006,1
Gujarat,Ahmedabad,Bopal,Apartment,2,990,38.62,3901.0101010101007,2006,Unfurnished,7.0,19,18,0.0,4.0,3,3,CCTV,Clubhouse,North-West,Individual,Available,7.0,0.3684210526315789,1,2BHK,1,0.0,0.57142848979593,2,6,0.08,56.74545032601602,46.93280768000006,1
West Bengal,Kolkata,Alipore,Apartment,4,1734,82.76,4772.77970011534,2018,Fully Furnished,27.0,40,6,8.0,4.0,8,0,CCTV,"Gym, Playground, Clubhouse, Library, Garden, Swimming Pool",North-East,Individual,Available,20.0,0.675,6,4+BHK,1,0.8888887901234679,0.57142848979593,2,8,0.07,116.07518123273204,40.25517307000003,1
Uttar Pradesh,Lucknow,Hazratganj,Apartment,2,918,32.78,3570.806100217865,2007,Fully Furnished,21.0,38,17,3.0,3.0,6,2,Security Guard,Clubhouse,South-East,Agent,Available,12.0,0.5526315789473685,1,2BHK,1,0.33333329629630043,0.4285713673469475,1,4,0.07,45.97564573234602,40.25517307000005,0
Kerala,Kochi,Vyttila,House,4,1334,88.09,6603.448275862069,2000,Unfurnished,25.0,37,24,6.0,6.0,6,0,Security Guard,"Garden, Playground, Swimming Pool, Clubhouse",North-East,Builder,Available,18.0,0.6756756756756757,4,4+BHK,1,0.6666665925926009,0.857142734693895,1,5,0.07,123.55078195736304,40.25517307000005,1
Rajasthan,Jaipur,C-Scheme,Apartment,1,453,16.89,3728.476821192053,2007,Semi Furnished,13.0,15,17,7.0,3.0,8,0,Security Guard,"Clubhouse, Gym",South,Builder,Available,18.0,0.8666666666666667,2,Studio/1BHK,1,0.7777776913580343,0.4285713673469475,1,3,0.07,23.689098731523007,40.25517307000004,1
Rajasthan,Jaipur,Malviya Nagar,House,3,1165,42.66,3661.802575107296,2005,Unfurnished,7.0,19,19,5.0,3.0,1,0,CCTV,"Clubhouse, Garden, Gym, Playground, Library",North,Builder,Under Construction,9.0,0.3684210526315789,5,3BHK,0,0.5555554938271674,0.4285713673469475,2,7,0.07,59.83285683166201,40.25517307000005,0
Maharashtra,Pune,Hinjewadi,Studio,2,788,60.65,7696.700507614213,1990,Unfurnished,2.0,15,34,1.0,4.0,7,0,Security Guard,"Garden, Clubhouse, Gym, Swimming Pool, Playground",North-West,Agent,Available,12.0,0.13333333333333333,5,2BHK,1,0.11111109876543349,0.57142848979593,1,6,0.08,89.11474785792004,46.93280768000007,0
Karnataka,Bangalore,Indiranagar,Apartment,2,838,50.8,6062.052505966587,2016,Semi Furnished,22.0,39,8,8.0,1.0,6,3,Gated Community,Clubhouse,North-West,Agent,Available,15.0,0.5641025641025641,1,2BHK,1,0.8888887901234679,0.1428571224489825,3,7,0.1,81.81390800000003,61.05100000000006,1
Delhi,Delhi,Vasant Kunj,Villa,2,761,82.06,10783.180026281208,2020,Semi Furnished,17.0,20,4,0.0,1.0,5,1,Gated Community,"Gym, Library, Playground, Garden",South-East,Individual,Available,6.0,0.85,4,2BHK,1,0.0,0.1428571224489825,3,8,0.1,132.15845060000004,61.051000000000045,0
Karnataka,Mysore,Hebbal,Apartment,2,746,30.95,4148.793565683646,2017,Semi Furnished,11.0,22,7,8.0,0.0,3,2,Security Guard,"Playground, Library, Clubhouse, Swimming Pool, Garden",North,Individual,Available,11.0,0.5,5,2BHK,1,0.8888887901234679,0.0,1,8,0.07,43.408976065165014,40.25517307000005,0
Maharashtra,Nagpur,Manish Nagar,Apartment,3,1053,48.11,4568.850902184236,2016,Unfurnished,25.0,31,8,9.0,3.0,1,0,Security Guard,"Playground, Clubhouse, Garden, Gym, Swimming Pool, Library",North-East,Builder,Sold,13.0,0.8064516129032258,6,3BHK,0,0.9999998888889013,0.4285713673469475,1,7,0.07,67.47676376397702,40.25517307000004,1
Karnataka,Bangalore,Koramangala,Apartment,2,775,55.67,7183.225806451613,2016,Semi Furnished,29.0,31,8,5.0,2.0,3,3,Gated Community,Clubhouse,North-West,Individual,Available,10.0,0.9354838709677419,1,2BHK,1,0.5555554938271674,0.285714244897965,3,7,0.1,89.65709170000004,61.051000000000066,0
Maharashtra,Pune,Baner,Studio,4,1481,148.41,10020.931802835921,2015,Unfurnished,7.0,14,9,8.0,3.0,7,0,CCTV,"Swimming Pool, Clubhouse, Library",East,Agent,Sold,18.0,0.5,3,4+BHK,0,0.8888887901234679,0.4285713673469475,2,5,0.08,218.06297987788807,46.932807680000046,0
Karnataka,Mysore,Nazarbad,Apartment,4,1614,69.86,4328.376703841388,2016,Semi Furnished,2.0,5,8,2.0,1.0,6,3,Gated Community,"Gym, Clubhouse, Garden, Playground, Library",South,Agent,Under Construction,9.0,0.4,5,4+BHK,0,0.22222219753086697,0.1428571224489825,3,11,0.07,97.98226390670203,40.25517307000005,0
Maharashtra,Nagpur,Hingna,Apartment,1,406,15.31,3770.935960591133,1993,Semi Furnished,12.0,14,31,2.0,4.0,2,3,CCTV,Clubhouse,West,Agent,Available,8.0,0.8571428571428571,1,Studio/1BHK,1,0.22222219753086697,0.57142848979593,2,6,0.07,21.473066997017007,40.25517307000004,0
Telangana,Hyderabad,Kukatpally,Apartment,1,475,24.58,5174.736842105263,2001,Semi Furnished,4.0,11,23,2.0,5.0,2,3,CCTV,"Swimming Pool, Playground, Library, Garden",South-West,Individual,Under Construction,9.0,0.36363636363636365,4,Studio/1BHK,0,0.22222219753086697,0.7142856122449125,2,9,0.08,36.11608412774401,46.932807680000046,0
Delhi,Delhi,Saket,Apartment,2,795,61.92,7788.679245283019,2004,Fully Furnished,15.0,20,20,8.0,1.0,3,3,Gated Community,"Gym, Swimming Pool, Garden, Library",South-West,Builder,Available,12.0,0.75,4,2BHK,1,0.8888887901234679,0.1428571224489825,3,10,0.1,99.72277920000003,61.051000000000045,0
Madhya Pradesh,Indore,AB Road,Villa,3,1292,60.59,4689.628482972136,2019,Unfurnished,19.0,25,5,1.0,7.0,3,3,Security Guard,"Gym, Clubhouse, Playground, Garden",West,Agent,Under Construction,11.0,0.76,4,3BHK,0,0.11111109876543349,0.9999998571428775,1,8,0.07,84.98060936311303,40.25517307000005,0
Delhi,Delhi,Pitampura,Apartment,2,759,80.77,10641.63372859025,2003,Fully Furnished,17.0,30,21,3.0,7.0,2,2,Gated Community,"Playground, Swimming Pool, Garden, Gym, Library, Clubhouse",North-West,Individual,Available,12.0,0.5666666666666667,6,2BHK,1,0.33333329629630043,0.9999998571428775,3,11,0.1,130.08089270000005,61.051000000000066,0
Gujarat,Ahmedabad,Motera,Apartment,2,769,22.95,2984.395318595579,1997,Semi Furnished,28.0,44,27,7.0,0.0,8,3,Security Guard,"Playground, Gym, Swimming Pool, Garden",East,Agent,Available,15.0,0.6363636363636364,4,2BHK,1,0.7777776913580343,0.0,1,8,0.08,33.72107936256001,46.93280768000005,1
West Bengal,Kolkata,Salt Lake,Villa,3,1241,59.87,4824.33521353747,2017,Unfurnished,17.0,26,7,7.0,3.0,1,3,CCTV,"Gym, Swimming Pool, Garden",East,Individual,Under Construction,11.0,0.6538461538461539,3,3BHK,0,0.7777776913580343,0.4285713673469475,2,8,0.07,83.97077211700902,40.25517307000004,0
Maharashtra,Pune,Hinjewadi,Apartment,3,1258,71.26,5664.546899841018,2020,Fully Furnished,4.0,15,4,4.0,1.0,3,2,Gated Community,"Gym, Swimming Pool, Playground, Garden, Clubhouse, Library",South-West,Individual,Available,8.0,0.26666666666666666,6,3BHK,1,0.44444439506173394,0.1428571224489825,3,11,0.08,104.70431875276805,46.93280768000005,1
Punjab,Chandigarh,Sector 34,Apartment,2,981,54.01,5505.606523955148,1991,Unfurnished,9.0,14,33,1.0,6.0,1,1,CCTV,"Garden, Library",North,Builder,Available,8.0,0.6428571428571429,2,2BHK,1,0.11111109876543349,0.857142734693895,2,5,0.07,75.75181897510701,40.25517307000003,0
Gujarat,Ahmedabad,Motera,Apartment,4,1757,97.35,5540.69436539556,2004,Fully Furnished,4.0,6,20,5.0,7.0,4,3,Gated Community,"Clubhouse, Playground, Swimming Pool, Garden, Gym",South,Individual,Available,16.0,0.6666666666666666,5,4+BHK,1,0.5555554938271674,0.9999998571428775,3,11,0.08,143.03908827648004,46.93280768000005,1
Gujarat,Ahmedabad,Motera,Apartment,3,1193,49.58,4155.909471919531,1997,Semi Furnished,1.0,7,27,7.0,4.0,1,3,Gated Community,"Playground, Library, Swimming Pool",North,Individual,Available,12.0,0.14285714285714285,3,3BHK,1,0.7777776913580343,0.57142848979593,3,9,0.08,72.84928604774403,46.93280768000007,1
Telangana,Hyderabad,Madhapur,Apartment,2,588,31.76,5401.360544217687,1994,Semi Furnished,7.0,9,30,1.0,0.0,1,2,CCTV,"Library, Clubhouse, Playground, Gym, Swimming Pool",North,Agent,Sold,2.0,0.7777777777777778,5,2BHK,0,0.11111109876543349,0.0,2,9,0.08,46.66585971916802,46.932807680000046,0
Maharashtra,Pune,Hinjewadi,Apartment,3,1302,93.41,7174.3471582181255,1993,Fully Furnished,0.0,1,31,3.0,1.0,4,2,CCTV,"Clubhouse, Garden, Library, Playground",East,Individual,Sold,8.0,0.0,4,3BHK,0,0.33333329629630043,0.1428571224489825,2,8,0.08,137.24993565388806,46.93280768000007,0
Maharashtra,Nagpur,Manish Nagar,House,1,479,16.11,3363.2567849686848,2001,Unfurnished,18.0,36,23,3.0,3.0,6,1,Gated Community,"Playground, Library",North-East,Builder,Sold,12.0,0.5,2,Studio/1BHK,0,0.33333329629630043,0.4285713673469475,3,6,0.07,22.595108381577006,40.25517307000005,0
Gujarat,Ahmedabad,Prahlad Nagar,House,2,832,43.76,5259.615384615385,1999,Fully Furnished,17.0,26,25,8.0,4.0,6,2,Gated Community,"Clubhouse, Library, Garden",South-West,Individual,Under Construction,18.0,0.6538461538461539,3,2BHK,0,0.8888887901234679,0.57142848979593,3,8,0.08,64.29779664076803,46.93280768000007,0
Kerala,Kochi,Aluva,Villa,2,915,43.69,4774.863387978142,1993,Unfurnished,14.0,30,31,9.0,1.0,4,3,CCTV,"Garden, Gym, Clubhouse, Playground",North,Builder,Sold,14.0,0.4666666666666667,4,2BHK,0,0.9999998888889013,0.1428571224489825,2,9,0.07,61.27748511428302,40.25517307000005,0
Maharashtra,Nagpur,Sitabuldi,Apartment,2,560,20.46,3653.5714285714284,2018,Fully Furnished,25.0,32,6,8.0,4.0,8,2,Gated Community,Playground,East,Builder,Under Construction,20.0,0.78125,1,2BHK,0,0.8888887901234679,0.57142848979593,3,6,0.07,28.696208410122008,40.25517307000003,0
Maharashtra,Pune,Baner,Studio,2,668,51.9,7769.461077844311,2017,Semi Furnished,5.0,13,7,7.0,3.0,2,3,Gated Community,"Garden, Swimming Pool, Gym",North-East,Builder,Under Construction,12.0,0.38461538461538464,3,2BHK,0,0.7777776913580343,0.4285713673469475,3,9,0.08,76.25812718592003,46.93280768000007,0
Telangana,Hyderabad,Kukatpally,Apartment,3,765,52.16,6818.300653594772,2018,Semi Furnished,6.0,8,6,0.0,7.0,9,3,CCTV,"Library, Playground, Gym, Swimming Pool, Garden, Clubhouse",South-West,Builder,Sold,16.0,0.75,6,3BHK,0,0.0,0.9999998571428775,2,11,0.08,76.64015248588802,46.93280768000005,1
Punjab,Chandigarh,Mohali,Apartment,3,1266,52.85,4174.565560821485,2008,Semi Furnished,21.0,29,16,9.0,4.0,5,0,CCTV,"Gym, Clubhouse, Swimming Pool, Library, Playground",North,Builder,Under Construction,18.0,0.7241379310344828,5,3BHK,0,0.9999998888889013,0.57142848979593,2,7,0.07,74.12485896749503,40.25517307000005,1
Madhya Pradesh,Indore,Vijay Nagar,Apartment,2,790,23.26,2944.3037974683543,2002,Unfurnished,3.0,14,22,5.0,1.0,6,2,CCTV,Clubhouse,South,Individual,Available,12.0,0.21428571428571427,1,2BHK,1,0.5555554938271674,0.1428571224489825,2,5,0.07,32.62335325608201,40.25517307000005,0
West Bengal,Kolkata,Alipore,Apartment,1,529,20.14,3807.1833648393194,2023,Semi Furnished,1.0,3,1,9.0,6.0,1,3,CCTV,Clubhouse,South-West,Builder,Available,16.0,0.3333333333333333,1,Studio/1BHK,1,0.9999998888889013,0.857142734693895,2,6,0.07,28.24739185629801,40.25517307000004,1
Kerala,Kochi,Vyttila,Penthouse,3,1313,73.92,5629.85529322163,2009,Unfurnished,15.0,19,15,1.0,1.0,4,3,Gated Community,"Garden, Playground, Clubhouse, Library, Gym",North,Individual,Sold,6.0,0.7894736842105263,5,3BHK,0,0.11111109876543349,0.1428571224489825,3,11,0.07,103.67662393334403,40.25517307000004,0
Madhya Pradesh,Bhopal,Arera Colony,Apartment,1,326,10.0,3067.4846625766872,2007,Unfurnished,25.0,25,17,2.0,4.0,7,0,Gated Community,"Clubhouse, Garden, Gym",South-East,Individual,Sold,13.0,1.0,3,Studio/1BHK,0,0.22222219753086697,0.57142848979593,3,6,0.07,14.025517307000005,40.25517307000005,0
Karnataka,Mysore,Vijayanagar,Apartment,2,676,28.97,4285.502958579882,1990,Unfurnished,3.0,4,34,4.0,1.0,6,2,Security Guard,Clubhouse,South-West,Builder,Under Construction,11.0,0.75,1,2BHK,0,0.44444439506173394,0.1428571224489825,1,4,0.07,40.63192363837901,40.255173070000026,0
Gujarat,Ahmedabad,Thaltej,Apartment,3,1081,65.45,6054.5790934320075,2015,Semi Furnished,24.0,34,9,7.0,7.0,2,2,CCTV,"Gym, Garden",North-West,Builder,Available,16.0,0.7058823529411765,2,3BHK,1,0.7777776913580343,0.9999998571428775,2,6,0.08,96.16752262656004,46.93280768000006,1
West Bengal,Kolkata,Rajarhat,Apartment,3,1487,88.06,5921.990585070612,1992,Semi Furnished,1.0,5,32,5.0,5.0,7,2,CCTV,"Garden, Gym, Playground, Clubhouse, Swimming Pool, Library",East,Individual,Available,17.0,0.2,6,3BHK,1,0.5555554938271674,0.7142856122449125,2,10,0.07,123.50870540544204,40.25517307000005,1
Punjab,Chandigarh,Mohali,Apartment,4,1577,90.11,5714.013950538998,1992,Unfurnished,22.0,37,32,8.0,7.0,9,0,CCTV,Clubhouse,North,Builder,Available,24.0,0.5945945945945946,1,4+BHK,1,0.8888887901234679,0.9999998571428775,2,3,0.07,126.38393645337703,40.25517307000004,1
Maharashtra,Nagpur,Hingna,Apartment,3,1158,41.7,3601.036269430052,2010,Semi Furnished,19.0,38,14,0.0,5.0,9,3,CCTV,"Swimming Pool, Playground, Library, Clubhouse, Garden, Gym",South-East,Agent,Available,14.0,0.5,6,3BHK,1,0.0,0.7142856122449125,2,11,0.07,58.48640717019002,40.25517307000004,1
Kerala,Kochi,Vyttila,House,3,962,63.48,6598.752598752599,2020,Unfurnished,12.0,12,4,3.0,5.0,6,0,Security Guard,"Gym, Clubhouse, Garden, Playground, Swimming Pool, Library",South-West,Builder,Available,14.0,1.0,6,3BHK,1,0.33333329629630043,0.7142856122449125,1,7,0.07,89.03398386483602,40.25517307000003,1
Maharashtra,Pune,Wakad,Apartment,2,740,64.29,8687.837837837838,2020,Fully Furnished,2.0,10,4,7.0,1.0,1,2,CCTV,"Swimming Pool, Gym, Clubhouse, Library, Garden, Playground",North-East,Individual,Available,9.0,0.2,6,2BHK,1,0.7777776913580343,0.1428571224489825,2,10,0.08,94.46310205747204,46.932807680000046,0
Maharashtra,Pune,Viman Nagar,Apartment,2,671,49.92,7439.6423248882265,1997,Unfurnished,8.0,8,27,4.0,0.0,4,0,Gated Community,"Library, Swimming Pool, Gym, Clubhouse, Playground",South,Individual,Under Construction,8.0,1.0,5,2BHK,0,0.44444439506173394,0.0,3,8,0.08,73.34885759385602,46.932807680000046,0
Maharashtra,Nagpur,Sitabuldi,Villa,3,1040,41.18,3959.6153846153848,2014,Unfurnished,18.0,22,10,8.0,2.0,5,2,Security Guard,"Playground, Gym, Library, Clubhouse, Swimming Pool",North-West,Builder,Available,15.0,0.8181818181818182,5,3BHK,1,0.8888887901234679,0.285714244897965,1,8,0.07,57.75708027022601,40.25517307000003,1
Uttar Pradesh,Noida,Sector 78,Penthouse,3,1160,79.86,6884.482758620689,2009,Semi Furnished,20.0,37,15,1.0,7.0,9,3,CCTV,"Clubhouse, Swimming Pool, Playground",East,Builder,Available,17.0,0.5405405405405406,3,3BHK,1,0.11111109876543349,0.9999998571428775,2,8,0.08,117.34054021324805,46.93280768000006,1
